company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address
GRACE'S BAKERY LIMITED,05002404,Active,Private limited company,,,2003-12-23,,,47240,"178 High Street Ryde Isle Of Wight PO33 2HW "
BATTU & GAUR LLP,OC448807,Active,Limited liability partnership,,,2023-08-23,,," ",East Quay Kite Hill Wootton Bridge Ryde PO33 4LA England
NORTHSHORE MARINE LIMITED,08315360,Active,Private limited company,,,2012-12-03,,,33150,"Unit 3, Fishbourne Quay Ashlake Copse Road Ryde PO33 4EY England"
NAPOLEON'S LANDING MANAGEMENT LIMITED,03833458,Active,Private limited by guarantee without share capital,,,1999-08-31,,,98000,30 Chatfield Lodge Newport PO30 1XR England
DAIRY CAPITAL LIMITED,12503996,Active,Private limited company,,,2020-03-09,,,58290 62020 63120,Vision Accounting Fortis House Cothey Way Ryde PO33 1QT United Kingdom
THE FUTURE CLINIC LTD,11487235,Active,Private limited company,,,2018-07-27,,,86220,134 Binstead Lodge Road Ryde PO33 3UB England
ISLAND WINDOWS & THE PLASTICS DEPOT LTD,13560694,Active,Private limited company,,,2021-08-11,,,43390,Arnold House 2 New Road Brading Sandown PO36 0DT United Kingdom
RIGHT WIRE LIMITED,05564429,Active,Private limited company,,,2005-09-15,,,43210,Unit 16 Broadfield Farm Chapel Lane Merstone PO30 3DA England
AFFILIATION OF CRYSTAL HEALING ORGANISATIONS LIMITED,06041090,Active,Private limited by guarantee without share capital,,,2007-01-04,,,85320,Rookley Manor Niton Road Rookley Ventnor PO38 3NR England
CREEKSIDE HOSPITALITY LIMITED,15954293,Active,Private limited company,,,2024-09-13,,,55100,East Quay Kite Hill Wootton Bridge PO33 4LA England
BLADE REPAIR GLOBAL LTD,13991831,Active,Private limited company,,,2022-03-21,,,35110,16 16 Cypress Road Newport PO30 1HA United Kingdom
MEDHAM FARM ESTATES LIMITED,08128713,Active,Private limited company,,,2012-07-03,,,01500,"Medham Farm Medham Farm Lane Cowes PO31 8PH "
THE SOMA ROOM LTD,10972767,Active,Private limited company,,,2017-09-20,,,96040,Arnold House 2 New Road Brading Sandown PO36 0DT England
CATER WIGHT LIMITED,04660081,Active,Private limited company,,,2003-02-10,,,33190 46440 46690,East Quay Kite Hill Wootton Bridge PO33 4LA United Kingdom
JARA AMUSEMENTS LTD,04832400,Active,Private limited company,,,2003-07-15,,,93210,"The Lodge, Oak Lawn, Woodside Road, Wootton Bridge Ryde PO33 4JR "
TRAVELLERS JOY. I.O.W LIMITED,15932058,Active,Private limited company,,,2024-09-03,,,56302,21 Melville Street Ryde PO33 2AF United Kingdom
LYON & TURNBULL HOLDINGS LIMITED,16005661,Active,Private limited company,,,2024-10-08,,,64209,Northwood House Ward Avenue Cowes PO31 8AZ United Kingdom
LITTLE BIG HOUSE IW LIMITED,14009902,Active,Private limited company,,,2022-03-29,,,41100,"Exchange House St Cross Lane Newport, Isle Of Wight PO30 5BZ England"
BLACKSTAR ENGINEERING LIMITED,10074061,Active,Private limited company,,,2016-03-21,,,32300,62 Howgate Road Bembridge PO35 5QP United Kingdom
ONTOGENISIS LTD,16004552,Active,Private limited company,,,2024-10-08,,,71129,154 High Street Ryde PO33 4LZ United Kingdom
ARTEMIS TEAM LTD,10278396,Active,Private limited company,,,2016-07-14,,,62020 74300 74909 90030,30 St. Johns Road Ryde PO33 2RW England
WILLIAMS LAND SURVEYING LTD,09902513,Active,Private limited company,,,2015-12-04,,,74902,16c Sandown Road Sandown PO36 9JP England
ASH LANE MANAGEMENT COMPANY (I.W) LIMITED,13147500,Active,Private limited by guarantee without share capital,,,2021-01-20,,,98000,"Granary Court 128 Pyle Street Newport PO30 1JW "
RS TAXIS LTD,13901635,Active,Private limited company,,,2022-02-08,,,49320,16c Sandown Road Lake PO36 9JP England
HERON FOOD IW LTD,14929017,Active,Private limited company,,,2023-06-12,,,56210 56290,5 C/O 5 Holyrood Street Newport PO30 5AU United Kingdom
DESIGN FAB LTD.,09901919,Active,Private limited company,,,2015-12-04,,,74100,4 Hope Cottages Upper Green Road St Helens Ryde PO33 1UJ England
BIOMASS 1ST LIMITED,08997778,Active,Private limited company,,,2014-04-15,,,43220,"Little Gables High Street Godshill Ventnor PO38 3HH "
SOLENT AIR ( IW) LIMITED,09915408,Active,Private limited company,,,2015-12-14,,,51102,11a Steephill Road Shanklin PO37 6AB England
THE HOLLIES (SANDOWN) MANAGEMENT LIMITED,05090775,Active,Private limited company,,,2004-04-01,,,99999,"Flat 1 The Hollies 1 Royal Street Sandown PO36 8LP "
VECTIS VENTURES LIMITED,02791662,Active,Private limited company,,,1993-02-18,,,93210,"Blackgang Chine The Sawmill Blackgang, Chale, PO38 2HN "
CHICKEN HOUSE FARM LLP,OC424951,Active,Limited liability partnership,,,2018-11-22,,," ",Ninham Farm Ninham Shanklin PO37 7PL United Kingdom
YARBOROUGH HOMES LIMITED,08779377,Active,Private limited company,,,2013-11-18,,,41202,"Ashmead Sandrock Road Niton Undercliff Ventnor PO38 2NQ "
RJR DEVELOPMENTS IOW LIMITED,11310401,Active,Private limited company,,,2018-04-16,,,41100,Wateracre Cottage High Street Whitwell Ventnor PO38 2QG England
F8 CONSULTING LTD,09211046,Active,Private limited company,,,2014-09-10,,,62020,"Chase House Pine Tree Close Cowes PO31 8DX "
GREENS GROUNDWORKS SERVICES LIMITED,14425512,Active,Private limited company,,,2022-10-18,,,43999,Little Gables High Street Godshill Ventnor PO38 3HH United Kingdom
JT ELECTRICAL REPAIRS LTD,13880039,Active,Private limited company,,,2022-01-28,,,95210,23 Daniel Street Ryde PO33 2BH England
ISLANDWIDE LOGISTICS LTD,15983916,Active,Private limited company,,,2024-09-27,,,52243,Vision Accounting Fortis House Cothey Way Ryde PO33 1QT England
THE VECTIS DIE COMPANY LIMITED,04119401,Active,Private limited company,,,2000-12-04,,,28990,East Quay Kite Hill Wootton Bridge PO33 4LA England
NECESSITY SOLUTIONS UK LTD,12406013,Active,Private limited company,,,2020-01-15,,,70100 72190 73110 74100,Necessity Solutions Uk Ltd Fort Victoria Westhill Lane Yarmouth PO41 0RR England
UNDERCLIFF ACCOUNTING LTD,10361101,Active,Private limited company,,,2016-09-06,,,69201,Undercliff House 5 Esplanade Shanklin PO37 6BN United Kingdom
L&R PLUMBING SERVICES IW LTD,12236252,Active,Private limited company,,,2019-10-01,,,41202,Arnold House 2 New Road Brading Sandown PO36 0DT England
HOLMES AND FAMILY LTD,09414734,Active,Private limited company,,,2015-01-30,,,96030,16c Sandown Road Sandown PO36 9JP England
DISCONTINUED DESIGNS LIMITED,04685378,Active,Private limited company,,,2003-03-04,,,47910,The Cottage Locks Green Porchfield Newport PO30 4PF United Kingdom
ISLAND RIDING CENTRE ARENA LTD,10580937,Active,Private limited company,,,2017-01-24,,,93110,Island Riding Centre Staplers Road Newport PO30 2NB United Kingdom
ONE SMALL COMPANY LLP,OC341764,Active,Limited liability partnership,,,2008-12-01,,," ","9 St. Johns Place Newport PO30 1LH "
BARNES & EDWARDS CONSTRUCTION LIMITED,08450426,Active,Private limited company,,,2013-03-19,,,41202,Office 4 Baring Chambers Denmark Road Cowes PO31 7SY England
TEN.TWO GLOBAL LTD,13872110,Active,Private limited company,,,2022-01-26,,,68100 68209 68320 93199,"87a Lushington Hill Wootton Bridge, Ryde Isle Of Wight PO33 4NR United Kingdom"
CERAMIC SUBSTRATES & COMPONENTS LIMITED,00934853,Active,Private limited company,,,1968-07-03,,,23490,Exchange House St Cross Lane Newport PO30 5BZ United Kingdom
K K PROPERTIES ISLE OF WIGHT LIMITED,13367642,Active,Private limited company,,,2021-04-29,,,68209,54 Springtide 54 Fishbourne Lane Ryde PO33 4EX England
JMP PARTNERSHIP (IW) LTD,06759973,Active,Private limited company,,,2008-11-27,,,41100,"Exchange House St. Cross Lane Newport PO30 5BZ "
DROMARTI LIMITED,07184250,Active,Private limited company,,,2010-03-10,,,46420 47910,Shishford Cottage Caulbourne Lane Newbridge Yarmouth PO41 0TZ England
GGS IOW LIMITED,13015316,Active,Private limited company,,,2020-11-13,,,56101,Island Riding Centre Staplers Road Newport PO30 2NB United Kingdom
KINGSLEA MANAGEMENT CO. LIMITED,03268617,Active,Private limited company,,,1996-10-24,,,98000,"8 Gunville Road Newport PO30 5LB "
KAY GOWER LTD,13858529,Active,Private limited company,,,2022-01-19,,,96020,"Unit 4, Isle Of Wight Pearl Military Road Brighstone Newport PO30 4DD England"
BELLISSIMA (IOW) LIMITED,07491268,Active,Private limited company,,,2011-01-13,,,47721,"C/O A H Cross & Co 16 Quay Street Newport PO30 5BG "
JO RICHARDS DESIGN LIMITED,03259007,Active,Private limited company,,,1996-10-04,,,96090,"3 Garfield Road Ryde Isle Of Wight PO33 2PS "
CLARENDON COURT (VENTNOR) LIMITED,05979722,Active,Private limited by guarantee without share capital,,,2006-10-26,,,98000,"8 Gunville Road Newport PO30 5LB "
JJC MANAGEMENT (IOW) LIMITED,08878734,Active,Private limited company,,,2014-02-06,,,68209,"16 Quay Street Newport PO30 5BG "
COBALT AEROSPACE LIMITED,08435365,Active,Private limited company,,,2013-03-07,,,74909,Ifpl Elm Lane Calbourne Newport PO30 4JY England
EDDINGTON FIELD LIMITED,09253796,Active,Private limited company,,,2014-10-08,,,98000,"Duver House Duver Road St. Helens Ryde PO33 1XY "
ISLAND RIDING CENTRE LIMITED,09801472,Active,Private limited company,,,2015-09-30,,,68100,Aisthorpe Farm Staplers Road Newport PO30 2NB England
GURIT (UK) LIMITED,01368806,Active,Private limited company,,,1978-05-16,,,32990,"St Cross Business Park Newport Isle Of Wight PO30 5WU "
GROUND LEVEL TRADING LTD,14876768,Active,Private limited company,,,2023-05-17,,,47290 56101 56102,The Loft@Granary Court 128 Pyle Street Newport Isle Of Wight PO30 1JW United Kingdom
YARMOUTH (IOW) LTD,16011688,Active,Private limited company,,,2024-10-10,,,47110,"Yarmouth Deli, The Square Yarmouth PO41 0NS United Kingdom"
MONTAGU HOUSE (ISLE OF WIGHT) LIMITED,04083186,Active,Private limited company,,,2000-10-04,,,98000,"The Estate Office Church Mews Beatrice Avenue Whippingham East Cowes PO32 6LW "
THE RAVENS MANAGEMENT COMPANY LIMITED,04559145,Active,Private limited company,,,2002-10-10,,,98000,The Estate Office Beatrice Avenue East Cowes PO32 6LW England
BURNS BLADE REPAIR SERVICES LTD,15184503,Active,Private limited company,,,2023-10-03,,,28110,Flat 8 Higginson House 20 Newport Road Cowes PO31 7GD United Kingdom
THE JULIA MARGARET CAMERON TRUST,02800174,Active,"Private Limited Company by guarantee without share capital, use of 'Limited' exemption",,,1993-03-16,,,91020,"Dimbola Museum And Galleries Terrace Lane Freshwater Bay PO40 9QE "
BERNARD OLESINSKI LIMITED,01000501,Active,Private limited company,,,1971-01-22,,,71111 71121,"16 Quay Street Newport Isle Of Wight PO30 5BG "
DATASWIFT NETWORK SERVICES LIMITED,04225974,Active,Private limited company,,,2001-05-31,,,61100 61200 61900 62020,Unit 4 Wootton Business Park Whiterails Road Wootton Bridge PO33 4RH England
MADGWICK PARK MANAGEMENT COMPANY LIMITED,11758746,Active,Private limited by guarantee without share capital,,,2019-01-09,,,98000,128 Pyle Street Newport PO30 1JW England
GUY WHITEHOUSE YACHT DESIGN LIMITED,05247950,Active,Private limited company,,,2004-10-01,,,71111,38 Britannia Way East Cowes PO32 6DQ England
HANOVER BARN (ISLE OF WIGHT) LIMITED,00636033,Active,Private limited company,,,1959-08-28,,,82990,"Limerstone Farm Linerstone Newport PO30 4AB "
R J COOK LIMITED,05291467,Active,Private limited company,,,2004-11-19,,,42990,"Red Cottage Brook Green Brook Newport PO30 4HA "
DP FINANCIAL MARKETING LIMITED,05243715,Active,Private limited company,,,2004-09-28,,,64999,"Exchange House St. Cross Lane Newport PO30 5BZ "
EMPATHY CARE (IOW) LTD,10999648,Active,Private limited company,,,2017-10-06,,,87100,East Quay Kite Hill Wootton Bridge PO33 4LA United Kingdom
TMFC SOLUTIONS LIMITED,08877138,Active,Private limited company,,,2014-02-05,,,53100,Cavendish Court 56 Melville Street Sandown PO36 8LF England
YATES IOW BREWERY LIMITED,05412307,Active,Private limited company,,,2005-04-04,,,11050 46342,"Unit 4 Langbridge Business Centre Newchurch Sandown PO36 0NP "
SAMARA INNS LTD,12839503,Active,Private limited company,,,2020-08-26,,,55100,C/O Isle Of Wight Accountants Cemoc House Rectory Drive Wootton Bridge PO33 4QQ England
LOAPH LIMITED,15167709,Active,Private limited company,,,2023-09-27,,,56102,Loaph Church Hollow Godshill PO38 3HH United Kingdom
PRIORY ASSET INVESTMENT LTD,11800648,Active,Private limited company,,,2019-01-31,,,43290,Uk Office Marinus Medina Road Cowes PO31 7XF England
PCI INVESTMENT LTD,11800649,Active,Private limited company,,,2019-01-31,,,43290,Uk Office Marinus Medina Road Cowes PO31 7XF England
COWES AND WEST WIGHT HEARING CARE LIMITED,15804336,Active,Private limited company,,,2024-06-26,,,47741,Alzheimer's Cafe Park Road Cowes PO31 7LZ England
ISLAND PEOPLE LTD,13669938,Active,Private limited company,,,2021-10-08,,,78200,"Devonshire House, 66 Broadway Sandown PO36 9BD England"
ISLAND IDENTITY CIC,12424168,Active,Private limited by guarantee without share capital,Community Interest Company (CIC),,2020-01-24,,,73110 79901,"Unit J The Garlic Farm Office , Langbridge Business Park Sandown PO36 0NP United Kingdom"
SABAH ENGINEERING LIMITED,03865448,Active,Private limited company,,,1999-10-26,,,68209,East Quay Kite Hill Wootton Bridge PO33 4LA England
MANUAL WORKS LTD,16037923,Active,Private limited company,,,2024-10-23,,,73110,Braxton Mews Halletts Shute Yarmouth PO41 0RH United Kingdom
32 ST. THOMAS' STREET RYDE MANAGEMENT COMPANY LIMITED,07512020,Active,Private limited company,,,2011-02-01,,,68320,9 St John's Place Newport Isle Of Wight PO30 1LH United Kingdom
ORCHID COURT MANAGEMENT COMPANY (IW) LIMITED,11031618,Active,Private limited by guarantee without share capital,,,2017-10-25,,,98000,"The Estate Office Church Mews Whippingham East Cowes PO32 6LW "
WOODLAND AMENITIES (ROGERSTONE) LIMITED,01433589,Active,Private limited company,,,1979-06-28,,,99999,38 New Barn Road East Cowes PO32 6AY England
ST ANDREWS COURT (LAKE) LIMITED,06409012,Active,Private limited by guarantee without share capital,,,2007-10-25,,,98000,"8 Gunville Road Newport PO30 5LB "
EURYNET LIMITED,03973643,Active,Private limited company,,,2000-04-14,,,62020,"16 York Road Sandown PO36 8ET "
NEW FERNLEIGH COMPANY LIMITED,07874911,Active,Private limited company,,,2011-12-08,,,98000,"16 Quay Street Newport PO30 5BG "
SAXONBURY HOUSE MANAGEMENT COMPANY LIMITED,03026186,Active,Private limited company,,,1995-02-24,,,66300,Flat 3 Saxonbury House 94 West Street Ryde PO33 2NX England
ANDERSON BOAT CRUISES LIMITED,09568403,Active,Private limited company,,,2015-04-30,,,50100,4 Wellington Square Heytesbury Road Yarmouth PO41 0LB England
7-7A QUEENS ROAD MANAGEMENT LIMITED,06819071,Active,Private limited company,,,2009-02-13,,,55900,"7 Queens Road Shanklin PO37 6AN "
NOVA VITIS LTD,16039798,Active,Private limited company,,,2024-10-24,,,73110,48 Castle Road Newport PO30 1DP United Kingdom
MILL STREET (IOW) RESIDENTS LIMITED,07923678,Active,Private limited by guarantee without share capital,,,2012-01-25,,,98000,"30 Chatfield Lodge Newport PO30 1XR "
SANDELL PARTNERSHIP LTD,16040804,Active,Private limited company,,,2024-10-25,,,64209,1 Langley Court Pyle Street Newport PO30 1LA United Kingdom
NATUREZONES WILDLIFE EDUCATION TRUST,06408075,Active,"Private Limited Company by guarantee without share capital, use of 'Limited' exemption",,,2007-10-24,,,01300 85520,"Padmore Lodge, Beatrice Avenue East Cowes Isle Of Wight PO32 6LP "
ISLAND ESTATES LTD,15211325,Active,Private limited company,,,2023-10-13,,,41100,South Cottage Blackwater Road Newport PO30 3BE United Kingdom
JOHN PECK CONSTRUCTION LTD,04135726,Active,Private limited company,,,2001-01-04,,,41201,Unit 2 Pritchetts Way Rookley Ventnor PO38 3LT England
ELECTRIC AVENUE IOW LIMITED,15964657,Active,Private limited company,,,2024-09-18,,,43210,Office 4 Baring Chambers 13 Denmark Road Cowes PO31 7SY England
ILLOVY PROPERTY HOLDINGS LIMITED,06036021,Active,Private limited company,,,2006-12-21,,,70100,"9 Tides Reach Birmingham Road Cowes PO31 7NU "
SOLENT SHORES MANAGEMENT COMPANY LIMITED,09358016,Active,Private limited company,,,2014-12-17,,,70229,East Quay Kite Hill Wootton Bridge PO33 4LA United Kingdom
FILL IT AND CHIPS LTD,12816630,Active,Private limited company,,,2020-08-17,,,45200,7 Park Road Ryde PO33 2BQ England
HOLBROOK ARCHITECHTURAL SERVICES LIMITED,05521211,Active,Private limited company,,,2005-07-28,,,71129,"3 Garfield Road Ryde Isle Of Wight PO33 2PS "
BLACKHOUSE QUAY DEVELOPMENTS LIMITED,04335969,Active,Private limited company,,,2001-12-07,,,41100,"28 Osborne Heights East Cowes PO32 6FE "
MDX PROPERTY GROUP LIMITED,15966010,Active,Private limited company,,,2024-09-19,,,68100,Seascape Egypt Hill Cowes PO31 8BP England
PARADICE ICE CREAM PARLOUR LIMITED,11237166,Active,Private limited company,,,2018-03-06,,,47110,56 High Street Cowes PO31 7RR United Kingdom
SAY CARE LIMITED,05646496,Active,Private limited company,,,2005-12-06,,,88990,"8 Sunset Close Freshwater PO40 9JR "
REUSE REHOME RELOVE LIMITED,13092372,Active,Private limited company,,,2020-12-21,,,38110 47791 47799,Bellevue Binstead Hill Ryde PO33 3RL England
SANDOWN PROPERTY COMPANY LIMITED,05971714,Active,Private limited company,,,2006-10-18,,,98000,The Estate Office Beatrice Avenue Whippingham East Cowes PO32 6LW England
HERMANS & LUCK LIMITED,05643700,Active,Private limited company,,,2005-12-02,,,43390,"The Office Madeira Road Seaview PO34 5BA "
THE YARMOUTH BARBERS AND CONNOISSEURS LIMITED,12382287,Active,Private limited company,,,2020-01-02,,,56101,Jireh Place Jireh Place Market Square Yarmouth PO41 0NR England
M &C WELLBEING LTD,11127952,Active,Private limited company,,,2017-12-29,,,47910 86230 96090,3 Wychwood Close Seaview PO34 5JD England
BEACH HOUSE ART LTD.,13173565,Active,Private limited company,,,2021-02-02,,,58190,No 3 Four Cottages Whippingham Road East Cowes PO32 6NG England
COTSWOLD COURT (MANAGEMENT) COMPANY LIMITED,01045710,Active,Private limited company,,,1972-03-10,,,98000,"8 Gunville Road Newport PO30 5LB "
PERFORMANCE IN PEOPLE LIMITED,03871085,Active,Private limited company,,,1999-11-04,,,73200,The Observatory Cothey Way Westridge Business Park Ryde PO33 1FX England
COLLERAS OUGHTER LIMITED,08912806,Active,Private limited company,,,2014-02-26,,,46150,East Quay Kite Hill Wootton Bridge PO33 4LA England
RESPONSE SUPPORT LIMITED,07350057,Active,Private limited company,,,2010-08-18,,,70229,"Exchange House St. Cross Lane Newport PO30 5BZ "
SILICON DIGITAL GROUP LTD,11981951,Active,Private limited company,,,2019-05-07,,,58210 63110,First Floor 4-5 St James Street Newport PO30 5HE England
